Database ID (database_id),CARRIERS ID (carriers_id),DNA Failed QC (caqc_fail),Sequencing Protocol (sub_seq_protocol),DNA Buffer (cast_buffer),Plate Barcode (cast_plate_barcode),Plate Location in Couch Lab (cast_plate_lab_location),Plate Coordinate (sub_plate_coordinate),Plate Volume (uL) (sub_plate_vol),Plate Concentration (ng/uL) (sub_plate_conc),Quibit Result (ng/uL) (caqc_qubit),Was stock sample modified (caqc_mod),Date Working Plate Created (cawk_plate_date),Working Plate Barcode (cawk_plate_barcode),Working Plate Coordinate (cawk_plate_coordinate),Working Plate Volume Water Added (uL) (cawk_plate_vol_water),Working Plate Volume Sample Added (uL) (cawk_plate_vol_stock),Working Plate Total Volume (uL) (cawk_plate_vol),Working Plate Final Concentration (ng/uL) (cawk_plate_conc),Working Plate Location in Couch Lab (cawk_plate_lab_location),Working Plate Complete (cawk_complete),Send sample to UPenn (caup_upenn)
4235,CA00004235,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,D12,10,50,,0,,,D12,,,,,,0,0
4236,CA00004236,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E01,10,50,,0,,,E01,,,,,,0,0
4237,CA00004237,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E02,10,50,,0,,,E02,,,,,,0,0
4238,CA00004238,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E03,10,50,,0,,,E03,,,,,,0,0
4239,CA00004239,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E04,10,50,,0,,,E04,,,,,,0,0
4240,CA00004240,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E05,10,50,,0,,,E05,,,,,,0,0
4241,CA00004241,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E06,10,50,,0,,,E06,,,,,,0,0
4242,CA00004242,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E07,10,50,,0,,,E07,,,,,,0,0
4243,CA00004243,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E08,10,50,,0,,,E08,,,,,,0,0
4244,CA00004244,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E09,10,50,,0,,,E09,,,,,,0,0
4245,CA00004245,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E10,10,50,,0,,,E10,,,,,,0,0
4246,CA00004246,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E11,10,50,,0,,,E11,,,,,,0,0
4247,CA00004247,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,E12,10,50,,0,,,E12,,,,,,0,0
4248,CA00004248,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F01,10,50,,0,,,F01,,,,,,0,0
4249,CA00004249,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F02,10,50,,0,,,F02,,,,,,0,0
4250,CA00004250,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F03,10,50,,0,,,F03,,,,,,0,0
4251,CA00004251,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F04,10,50,,0,,,F04,,,,,,0,0
4252,CA00004252,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F05,10,50,,0,,,F05,,,,,,0,0
4253,CA00004253,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F06,10,50,,0,,,F06,,,,,,0,0
4254,CA00004254,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F07,10,50,,0,,,F07,,,,,,0,0
4255,CA00004255,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F08,10,50,,0,,,F08,,,,,,0,0
4256,CA00004256,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F09,10,50,,0,,,F09,,,,,,0,0
4257,CA00004257,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F10,10,50,,0,,,F10,,,,,,0,0
4258,CA00004258,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F11,10,50,,0,,,F11,,,,,,0,0
4259,CA00004259,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,F12,10,50,,0,,,F12,,,,,,0,0
4260,CA00004260,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G01,10,50,,0,,,G01,,,,,,0,0
4261,CA00004261,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G02,10,50,,0,,,G02,,,,,,0,0
4262,CA00004262,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G03,10,50,,0,,,G03,,,,,,0,0
4263,CA00004263,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G04,10,50,,0,,,G04,,,,,,0,0
4264,CA00004264,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G05,10,50,,0,,,G05,,,,,,0,0
4265,CA00004265,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G06,10,50,,0,,,G06,,,,,,0,0
4266,CA00004266,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G07,10,50,,0,,,G07,,,,,,0,0
4267,CA00004267,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G08,10,50,,0,,,G08,,,,,,0,0
4268,CA00004268,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G09,10,50,,0,,,G09,,,,,,0,0
4269,CA00004269,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G10,10,50,,0,,,G10,,,,,,0,0
4270,CA00004270,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G11,10,50,,0,,,G11,,,,,,0,0
4271,CA00004271,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,G12,10,50,,0,,,G12,,,,,,0,0
4272,CA00004272,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H01,10,50,,0,,,H01,,,,,,0,0
4273,CA00004273,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H02,10,50,,0,,,H02,,,,,,0,0
4274,CA00004274,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H03,10,50,,0,,,H03,,,,,,0,0
4275,CA00004275,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H04,10,50,,0,,,H04,,,,,,0,0
4276,CA00004276,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H05,10,50,,0,,,H05,,,,,,0,0
4277,CA00004277,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H06,10,50,,0,,,H06,,,,,,0,0
4278,CA00004278,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H07,10,50,,0,,,H07,,,,,,0,0
4279,CA00004279,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H08,10,50,,0,,,H08,,,,,,0,0
4280,CA00004280,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H09,10,50,,0,,,H09,,,,,,0,0
4281,CA00004281,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H10,10,50,,0,,,H10,,,,,,0,0
4282,CA00004282,0,Qiagen,1XTE,CAST00000046,cold room drawer 22,H11,10,50,,0,,,H11,,,,,,0,0
4283,CA00004283,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A01,10,50,,0,,,A01,,,,,,0,0
4284,CA00004284,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A02,10,50,,0,,,A02,,,,,,0,0
4285,CA00004285,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A03,10,50,,0,,,A03,,,,,,0,0
4286,CA00004286,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A04,10,50,,0,,,A04,,,,,,0,0
4287,CA00004287,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A05,10,50,,0,,,A05,,,,,,0,0
4288,CA00004288,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A06,10,50,,0,,,A06,,,,,,0,0
4289,CA00004289,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A07,10,50,,0,,,A07,,,,,,0,0
4290,CA00004290,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A08,10,50,,0,,,A08,,,,,,0,0
4291,CA00004291,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A09,10,46,,0,,,A09,,,,,,0,0
4292,CA00004292,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A10,10,50,,0,,,A10,,,,,,0,0
4293,CA00004293,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A11,10,50,,0,,,A11,,,,,,0,0
4294,CA00004294,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,A12,10,50,,0,,,A12,,,,,,0,0
4295,CA00004295,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B01,10,50,,0,,,B01,,,,,,0,0
4296,CA00004296,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B02,10,50,,0,,,B02,,,,,,0,0
4297,CA00004297,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B03,10,50,,0,,,B03,,,,,,0,0
4298,CA00004298,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B04,10,50,,0,,,B04,,,,,,0,0
4299,CA00004299,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B05,10,50,,0,,,B05,,,,,,0,0
4300,CA00004300,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B06,10,50,,0,,,B06,,,,,,0,0
4301,CA00004301,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B07,10,50,,0,,,B07,,,,,,0,0
4302,CA00004302,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B08,10,50,,0,,,B08,,,,,,0,0
4303,CA00004303,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B09,10,50,,0,,,B09,,,,,,0,0
4304,CA00004304,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B10,10,50,,0,,,B10,,,,,,0,0
4305,CA00004305,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B11,10,50,,0,,,B11,,,,,,0,0
4306,CA00004306,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,B12,10,50,,0,,,B12,,,,,,0,0
4307,CA00004307,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C01,10,50,,0,,,C01,,,,,,0,0
4308,CA00004308,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C02,10,50,,0,,,C02,,,,,,0,0
4309,CA00004309,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C03,10,50,,0,,,C03,,,,,,0,0
4310,CA00004310,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C04,10,50,,0,,,C04,,,,,,0,0
4311,CA00004311,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C05,10,50,,0,,,C05,,,,,,0,0
4312,CA00004312,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C06,10,50,,0,,,C06,,,,,,0,0
4313,CA00004313,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C07,10,50,,0,,,C07,,,,,,0,0
4314,CA00004314,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C08,10,50,,0,,,C08,,,,,,0,0
4315,CA00004315,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C09,10,50,,0,,,C09,,,,,,0,0
4316,CA00004316,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C10,10,50,,0,,,C10,,,,,,0,0
4317,CA00004317,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C11,10,50,,0,,,C11,,,,,,0,0
4318,CA00004318,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,C12,10,50,,0,,,C12,,,,,,0,0
4319,CA00004319,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D01,10,50,,0,,,D01,,,,,,0,0
4320,CA00004320,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D02,10,50,,0,,,D02,,,,,,0,0
4321,CA00004321,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D03,10,50,,0,,,D03,,,,,,0,0
4322,CA00004322,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D04,10,50,,0,,,D04,,,,,,0,0
4323,CA00004323,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D05,10,50,,0,,,D05,,,,,,0,0
4324,CA00004324,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D06,10,50,,0,,,D06,,,,,,0,0
4325,CA00004325,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D07,10,50,,0,,,D07,,,,,,0,0
4326,CA00004326,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D08,10,50,,0,,,D08,,,,,,0,0
4327,CA00004327,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D09,10,50,,0,,,D09,,,,,,0,0
4328,CA00004328,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D10,10,50,,0,,,D10,,,,,,0,0
4329,CA00004329,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D11,10,50,,0,,,D11,,,,,,0,0
4330,CA00004330,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,D12,10,50,,0,,,D12,,,,,,0,0
4331,CA00004331,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E01,10,50,,0,,,E01,,,,,,0,0
4332,CA00004332,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E02,10,50,,0,,,E02,,,,,,0,0
4333,CA00004333,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E03,10,50,,0,,,E03,,,,,,0,0
4334,CA00004334,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E04,10,50,,0,,,E04,,,,,,0,0
4335,CA00004335,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E05,10,50,,0,,,E05,,,,,,0,0
4336,CA00004336,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E06,10,50,,0,,,E06,,,,,,0,0
4337,CA00004337,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E07,10,50,,0,,,E07,,,,,,0,0
4338,CA00004338,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E08,10,24,,0,,,E08,,,,,,0,0
4339,CA00004339,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E09,10,50,,0,,,E09,,,,,,0,0
4340,CA00004340,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E10,10,50,,0,,,E10,,,,,,0,0
4341,CA00004341,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E11,10,45,,0,,,E11,,,,,,0,0
4342,CA00004342,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,E12,10,40,,0,,,E12,,,,,,0,0
4343,CA00004343,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F01,10,50,,0,,,F01,,,,,,0,0
4344,CA00004344,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F02,10,50,,0,,,F02,,,,,,0,0
4345,CA00004345,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F03,10,50,,0,,,F03,,,,,,0,0
4346,CA00004346,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F04,10,50,,0,,,F04,,,,,,0,0
4347,CA00004347,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F05,10,50,,0,,,F05,,,,,,0,0
4348,CA00004348,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F06,10,50,,0,,,F06,,,,,,0,0
4349,CA00004349,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F07,10,50,,0,,,F07,,,,,,0,0
4350,CA00004350,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F08,10,32,,0,,,F08,,,,,,0,0
4351,CA00004351,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F09,10,50,,0,,,F09,,,,,,0,0
4352,CA00004352,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F10,10,50,,0,,,F10,,,,,,0,0
4353,CA00004353,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F11,10,50,,0,,,F11,,,,,,0,0
4354,CA00004354,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,F12,10,57,,0,,,F12,,,,,,0,0
4355,CA00004355,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G01,10,50,,0,,,G01,,,,,,0,0
4356,CA00004356,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G02,10,50,,0,,,G02,,,,,,0,0
4357,CA00004357,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G03,10,50,,0,,,G03,,,,,,0,0
4358,CA00004358,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G04,10,50,,0,,,G04,,,,,,0,0
4359,CA00004359,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G05,10,50,,0,,,G05,,,,,,0,0
4360,CA00004360,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G06,10,50,,0,,,G06,,,,,,0,0
4361,CA00004361,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G07,10,50,,0,,,G07,,,,,,0,0
4362,CA00004362,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G08,10,119,,0,,,G08,,,,,,0,0
4363,CA00004363,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G09,10,50,,0,,,G09,,,,,,0,0
4364,CA00004364,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G10,10,40,,0,,,G10,,,,,,0,0
4365,CA00004365,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G11,10,51,,0,,,G11,,,,,,0,0
4366,CA00004366,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,G12,10,42,,0,,,G12,,,,,,0,0
4367,CA00004367,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H01,10,50,,0,,,H01,,,,,,0,0
4368,CA00004368,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H02,10,50,,0,,,H02,,,,,,0,0
4369,CA00004369,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H03,10,50,,0,,,H03,,,,,,0,0
4370,CA00004370,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H04,10,50,,0,,,H04,,,,,,0,0
4371,CA00004371,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H05,10,50,,0,,,H05,,,,,,0,0
4372,CA00004372,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H06,10,50,,0,,,H06,,,,,,0,0
4373,CA00004373,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H07,10,50,,0,,,H07,,,,,,0,0
4374,CA00004374,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H08,10,85,,0,,,H08,,,,,,0,0
4375,CA00004375,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H09,10,50,,0,,,H09,,,,,,0,0
4376,CA00004376,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H10,10,57,,0,,,H10,,,,,,0,0
4377,CA00004377,0,Qiagen,1XTE,CAST00000047,cold room drawer 22,H11,10,49,,0,,,H11,,,,,,0,0
4378,CA00004378,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A01,10,48,,0,,,A01,,,,,,0,0
4379,CA00004379,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A02,10,53,,0,,,A02,,,,,,0,0
4380,CA00004380,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A03,10,50,,0,,,A03,,,,,,0,0
4381,CA00004381,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A04,10,50,,0,,,A04,,,,,,0,0
4382,CA00004382,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A05,10,50,,0,,,A05,,,,,,0,0
4383,CA00004383,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A06,10,50,,0,,,A06,,,,,,0,0
4384,CA00004384,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A07,10,50,,0,,,A07,,,,,,0,0
4385,CA00004385,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A08,10,50,,0,,,A08,,,,,,0,0
4386,CA00004386,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A09,10,50,,0,,,A09,,,,,,0,0
4387,CA00004387,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A10,10,50,,0,,,A10,,,,,,0,0
4388,CA00004388,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A11,10,50,,0,,,A11,,,,,,0,0
4389,CA00004389,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,A12,10,50,,0,,,A12,,,,,,0,0
4390,CA00004390,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B01,10,40,,0,,,B01,,,,,,0,0
4391,CA00004391,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B02,10,49,,0,,,B02,,,,,,0,0
4392,CA00004392,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B03,10,50,,0,,,B03,,,,,,0,0
4393,CA00004393,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B04,10,50,,0,,,B04,,,,,,0,0
4394,CA00004394,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B05,10,50,,0,,,B05,,,,,,0,0
4395,CA00004395,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B06,10,50,,0,,,B06,,,,,,0,0
4396,CA00004396,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B07,10,50,,0,,,B07,,,,,,0,0
4397,CA00004397,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B08,10,50,,0,,,B08,,,,,,0,0
4398,CA00004398,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B09,10,50,,0,,,B09,,,,,,0,0
4399,CA00004399,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B10,10,50,,0,,,B10,,,,,,0,0
4400,CA00004400,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B11,10,50,,0,,,B11,,,,,,0,0
4401,CA00004401,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,B12,10,50,,0,,,B12,,,,,,0,0
4402,CA00004402,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C01,10,46,,0,,,C01,,,,,,0,0
4403,CA00004403,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C02,10,50,,0,,,C02,,,,,,0,0
4404,CA00004404,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C03,10,50,,0,,,C03,,,,,,0,0
4405,CA00004405,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C04,10,50,,0,,,C04,,,,,,0,0
4406,CA00004406,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C05,10,50,,0,,,C05,,,,,,0,0
4407,CA00004407,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C06,10,50,,0,,,C06,,,,,,0,0
4408,CA00004408,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C07,10,50,,0,,,C07,,,,,,0,0
4409,CA00004409,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C08,10,50,,0,,,C08,,,,,,0,0
4410,CA00004410,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C09,10,50,,0,,,C09,,,,,,0,0
4411,CA00004411,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C10,10,50,,0,,,C10,,,,,,0,0
4412,CA00004412,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C11,10,50,,0,,,C11,,,,,,0,0
4413,CA00004413,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,C12,10,50,,0,,,C12,,,,,,0,0
4414,CA00004414,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D01,10,49,,0,,,D01,,,,,,0,0
4415,CA00004415,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D02,10,52,,0,,,D02,,,,,,0,0
4416,CA00004416,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D03,10,50,,0,,,D03,,,,,,0,0
4417,CA00004417,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D04,10,50,,0,,,D04,,,,,,0,0
4418,CA00004418,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D05,10,50,,0,,,D05,,,,,,0,0
4419,CA00004419,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D06,10,50,,0,,,D06,,,,,,0,0
4420,CA00004420,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D07,10,50,,0,,,D07,,,,,,0,0
4421,CA00004421,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D08,10,50,,0,,,D08,,,,,,0,0
4422,CA00004422,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D09,10,50,,0,,,D09,,,,,,0,0
4423,CA00004423,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D10,10,50,,0,,,D10,,,,,,0,0
4424,CA00004424,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D11,10,50,,0,,,D11,,,,,,0,0
4425,CA00004425,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,D12,10,50,,0,,,D12,,,,,,0,0
4426,CA00004426,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E01,10,47,,0,,,E01,,,,,,0,0
4427,CA00004427,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E02,10,50,,0,,,E02,,,,,,0,0
4428,CA00004428,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E03,10,50,,0,,,E03,,,,,,0,0
4429,CA00004429,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E04,10,50,,0,,,E04,,,,,,0,0
4430,CA00004430,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E05,10,50,,0,,,E05,,,,,,0,0
4431,CA00004431,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E06,10,50,,0,,,E06,,,,,,0,0
4432,CA00004432,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E07,10,50,,0,,,E07,,,,,,0,0
4433,CA00004433,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E08,10,50,,0,,,E08,,,,,,0,0
4434,CA00004434,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E09,10,50,,0,,,E09,,,,,,0,0
4435,CA00004435,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E10,10,50,,0,,,E10,,,,,,0,0
4436,CA00004436,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E11,10,50,,0,,,E11,,,,,,0,0
4437,CA00004437,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,E12,10,50,,0,,,E12,,,,,,0,0
4438,CA00004438,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F01,10,51,,0,,,F01,,,,,,0,0
4439,CA00004439,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F02,10,50,,0,,,F02,,,,,,0,0
4440,CA00004440,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F03,10,50,,0,,,F03,,,,,,0,0
4441,CA00004441,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F04,10,50,,0,,,F04,,,,,,0,0
4442,CA00004442,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F05,10,50,,0,,,F05,,,,,,0,0
4443,CA00004443,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F06,10,50,,0,,,F06,,,,,,0,0
4444,CA00004444,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F07,10,50,,0,,,F07,,,,,,0,0
4445,CA00004445,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F08,10,50,,0,,,F08,,,,,,0,0
4446,CA00004446,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F09,10,50,,0,,,F09,,,,,,0,0
4447,CA00004447,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F10,10,50,,0,,,F10,,,,,,0,0
4448,CA00004448,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F11,10,50,,0,,,F11,,,,,,0,0
4449,CA00004449,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,F12,10,50,,0,,,F12,,,,,,0,0
4450,CA00004450,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G01,10,58,,0,,,G01,,,,,,0,0
4451,CA00004451,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G02,10,50,,0,,,G02,,,,,,0,0
4452,CA00004452,0,Qiagen,1XTE,CAST00000048,cold room drawer 22,G03,10,50,,0,,,G03,,,,,,0,0
